"time","latitude","longitude","chlorophyll","month","year_month","...1","YEAR","Month","Temperature","Date","ColorCategory","enso_event"
2019-02-14 12:00:00,36.8,-121.8,6.715994,"2019-02-14 12:00:00","2019-02",230,2019,"Feb",0.5,2019-02-01,"Above Threshold","El Nino"
2019-03-16 12:00:00,36.8,-121.8,10.577487,"2019-03-16 12:00:00","2019-03",231,2019,"March",0.8,2019-03-01,"Above Threshold","El Nino"
2019-04-15 12:00:00,36.8,-121.8,19.571907,"2019-04-15 12:00:00","2019-04",232,2019,"April",0.3,2019-04-01,"Above Threshold","El Nino"
2019-05-16 12:00:00,36.8,-121.8,45.13277,"2019-05-16 12:00:00","2019-05",233,2019,"May",0.2,2019-05-01,"Above Threshold","El Nino"
2019-06-15 12:00:00,36.8,-121.8,24.702354,"2019-06-15 12:00:00","2019-06",234,2019,"June",0.4,2019-06-01,"Above Threshold","El Nino"
2019-07-16 12:00:00,36.8,-121.8,19.41067,"2019-07-16 12:00:00","2019-07",235,2019,"July",0.3,2019-07-01,"Above Threshold","El Nino"
2019-08-16 12:00:00,36.8,-121.8,65.27225,"2019-08-16 12:00:00","2019-08",236,2019,"Aug",0.3,2019-08-01,"Above Threshold","El Nino"
2019-09-15 12:00:00,36.8,-121.8,57.795895,"2019-09-15 12:00:00","2019-09",237,2019,"Sep",0.2,2019-09-01,"Above Threshold","El Nino"
2019-10-16 12:00:00,36.8,-121.8,54.14604,"2019-10-16 12:00:00","2019-10",238,2019,"Oct",0.3,2019-10-01,"Above Threshold","El Nino"
2019-11-15 12:00:00,36.8,-121.8,30.725023,"2019-11-15 12:00:00","2019-11",239,2019,"NOv",0.5,2019-11-01,"Above Threshold","El Nino"
2019-12-16 12:00:00,36.8,-121.8,6.467966,"2019-12-16 12:00:00","2019-12",240,2019,"Dec",0.4,2019-12-01,"Above Threshold","El Nino"
2020-01-16 12:00:00,36.8,-121.8,6.9242344,"2020-01-16 12:00:00","2020-01",241,2020,"Jan",0.3,2020-01-01,"Above Threshold","El Nino"
2020-02-15,36.8,-121.8,13.011835,"2020-02-15","2020-02",242,2020,"Feb",0.3,2020-02-01,"Above Threshold","El Nino"
2020-03-16 12:00:00,36.8,-121.8,12.858097,"2020-03-16 12:00:00","2020-03",243,2020,"March",0.1,2020-03-01,"Above Threshold","El Nino"
2020-04-15 12:00:00,36.8,-121.8,47.018578,"2020-04-15 12:00:00","2020-04",244,2020,"April",-0.1,2020-04-01,"Below Threshold","La Nina"
2020-05-16 12:00:00,36.8,-121.8,36.806393,"2020-05-16 12:00:00","2020-05",245,2020,"May",-0.2,2020-05-01,"Below Threshold","La Nina"
2020-06-15 12:00:00,36.8,-121.8,71.288994,"2020-06-15 12:00:00","2020-06",246,2020,"June",-0.7,2020-06-01,"Below Threshold","La Nina"
2020-07-16 12:00:00,36.8,-121.8,25.660875,"2020-07-16 12:00:00","2020-07",247,2020,"July",-0.9,2020-07-01,"Below Threshold","La Nina"
2020-09-15 12:00:00,36.8,-121.8,31.554441,"2020-09-15 12:00:00","2020-09",249,2020,"Sep",-1.1,2020-09-01,"Below Threshold","La Nina"
2020-10-16 12:00:00,36.8,-121.8,33.107212,"2020-10-16 12:00:00","2020-10",250,2020,"Oct",-1.2,2020-10-01,"Below Threshold","La Nina"
2020-11-15 12:00:00,36.8,-121.8,55.49073,"2020-11-15 12:00:00","2020-11",251,2020,"NOv",-1.1,2020-11-01,"Below Threshold","La Nina"
2020-12-16 12:00:00,36.8,-121.8,11.043255,"2020-12-16 12:00:00","2020-12",252,2020,"Dec",-1.1,2020-12-01,"Below Threshold","La Nina"
2021-01-16 12:00:00,36.8,-121.8,6.384415,"2021-01-16 12:00:00","2021-01",253,2021,"Jan",-1.2,2021-01-01,"Below Threshold","La Nina"
2021-02-14 12:00:00,36.8,-121.8,13.939684,"2021-02-14 12:00:00","2021-02",254,2021,"Feb",-1,2021-02-01,"Below Threshold","La Nina"
2021-03-16 12:00:00,36.8,-121.8,16.517166,"2021-03-16 12:00:00","2021-03",255,2021,"March",-0.8,2021-03-01,"Below Threshold","La Nina"
2021-04-15 12:00:00,36.8,-121.8,17.726542,"2021-04-15 12:00:00","2021-04",256,2021,"April",-0.9,2021-04-01,"Below Threshold","La Nina"
2021-05-16 12:00:00,36.8,-121.8,10.32113,"2021-05-16 12:00:00","2021-05",257,2021,"May",-1.1,2021-05-01,"Below Threshold","La Nina"
2021-06-15 12:00:00,36.8,-121.8,61.214554,"2021-06-15 12:00:00","2021-06",258,2021,"June",-1,2021-06-01,"Below Threshold","La Nina"
2021-07-16 12:00:00,36.8,-121.8,9.911848,"2021-07-16 12:00:00","2021-07",259,2021,"July",-1.4,2021-07-01,"Below Threshold","La Nina"
2021-08-16 12:00:00,36.8,-121.8,21.697887,"2021-08-16 12:00:00","2021-08",260,2021,"Aug",-1.3,2021-08-01,"Below Threshold","La Nina"
2021-09-15 12:00:00,36.8,-121.8,104.75298,"2021-09-15 12:00:00","2021-09",261,2021,"Sep",-1.4,2021-09-01,"Below Threshold","La Nina"
2021-10-16 12:00:00,36.8,-121.8,111.642105,"2021-10-16 12:00:00","2021-10",262,2021,"Oct",-1.5,2021-10-01,"Below Threshold","La Nina"
2021-11-15 12:00:00,36.8,-121.8,33.275383,"2021-11-15 12:00:00","2021-11",263,2021,"NOv",-1.4,2021-11-01,"Below Threshold","La Nina"
2021-12-16 12:00:00,36.8,-121.8,12.458508,"2021-12-16 12:00:00","2021-12",264,2021,"Dec",-1.2,2021-12-01,"Below Threshold","La Nina"
2022-01-16 12:00:00,36.8,-121.8,10.318815,"2022-01-16 12:00:00","2022-01",265,2022,"Jan",-1,2022-01-01,"Below Threshold","La Nina"
2022-02-14 12:00:00,36.8,-121.8,16.570587,"2022-02-14 12:00:00","2022-02",266,2022,"Feb",-1,2022-02-01,"Below Threshold","La Nina"
2022-03-16 12:00:00,36.8,-121.8,18.02525,"2022-03-16 12:00:00","2022-03",267,2022,"March",-1.3,2022-03-01,"Below Threshold","La Nina"
2022-04-15 12:00:00,36.8,-121.8,17.218262,"2022-04-15 12:00:00","2022-04",268,2022,"April",-1.6,2022-04-01,"Below Threshold","La Nina"
2022-05-16 12:00:00,36.8,-121.8,74.006615,"2022-05-16 12:00:00","2022-05",269,2022,"May",-1.6,2022-05-01,"Below Threshold","La Nina"
2022-06-15 12:00:00,36.8,-121.8,42.97099,"2022-06-15 12:00:00","2022-06",270,2022,"June",-1.9,2022-06-01,"Below Threshold","La Nina"
2022-07-16 12:00:00,36.8,-121.8,93.36861,"2022-07-16 12:00:00","2022-07",271,2022,"July",-2.2,2022-07-01,"Below Threshold","La Nina"
2022-08-16 12:00:00,36.8,-121.8,36.55723,"2022-08-16 12:00:00","2022-08",272,2022,"Aug",-1.7,2022-08-01,"Below Threshold","La Nina"
2022-09-15 12:00:00,36.8,-121.8,23.093729,"2022-09-15 12:00:00","2022-09",273,2022,"Sep",-1.7,2022-09-01,"Below Threshold","La Nina"
2022-10-16 12:00:00,36.8,-121.8,39.13518,"2022-10-16 12:00:00","2022-10",274,2022,"Oct",-1.7,2022-10-01,"Below Threshold","La Nina"
2022-11-15 12:00:00,36.8,-121.8,11.955587,"2022-11-15 12:00:00","2022-11",275,2022,"NOv",-1.5,2022-11-01,"Below Threshold","La Nina"
2022-12-16 12:00:00,36.8,-121.8,9.264391,"2022-12-16 12:00:00","2022-12",276,2022,"Dec",-1.3,2022-12-01,"Below Threshold","La Nina"
2023-01-16 12:00:00,36.8,-121.8,8.171145,"2023-01-16 12:00:00","2023-01",277,2023,"Jan",-1.1,2023-01-01,"Below Threshold","La Nina"
2023-02-14 12:00:00,36.8,-121.8,6.4114556,"2023-02-14 12:00:00","2023-02",278,2023,"Feb",-0.9,2023-02-01,"Below Threshold","La Nina"
2023-03-16 12:00:00,36.8,-121.8,6.1591444,"2023-03-16 12:00:00","2023-03",279,2023,"March",-0.8,2023-03-01,"Below Threshold","La Nina"
2023-04-15 12:00:00,36.8,-121.8,14.062803,"2023-04-15 12:00:00","2023-04",280,2023,"April",-0.4,2023-04-01,"Below Threshold","La Nina"
2023-05-16 12:00:00,36.8,-121.8,15.077798,"2023-05-16 12:00:00","2023-05",281,2023,"May",-0.1,2023-05-01,"Below Threshold","La Nina"
2023-06-15 12:00:00,36.8,-121.8,28.922546,"2023-06-15 12:00:00","2023-06",282,2023,"June",0.4,2023-06-01,"Above Threshold","El Nino"
2023-07-16 12:00:00,36.8,-121.8,7.787551,"2023-07-16 12:00:00","2023-07",283,2023,"July",0.5,2023-07-01,"Above Threshold","El Nino"
2023-08-16 12:00:00,36.8,-121.8,23.034798,"2023-08-16 12:00:00","2023-08",284,2023,"Aug",0.5,2023-08-01,"Above Threshold","El Nino"
2023-09-15 12:00:00,36.8,-121.8,12.597029,"2023-09-15 12:00:00","2023-09",285,2023,"Sep",0.7,2023-09-01,"Above Threshold","El Nino"
2023-10-16 12:00:00,36.8,-121.8,19.571999,"2023-10-16 12:00:00","2023-10",286,2023,"Oct",0.5,2023-10-01,"Above Threshold","El Nino"
2023-11-15 12:00:00,36.8,-121.8,9.310419,"2023-11-15 12:00:00","2023-11",287,2023,"NOv",0.9,2023-11-01,"Above Threshold","El Nino"
2023-12-16 12:00:00,36.8,-121.8,9.424413,"2023-12-16 12:00:00","2023-12",288,2023,"Dec",1.1,2023-12-01,"Above Threshold","El Nino"
2024-01-16 12:00:00,36.8,-121.8,7.3426375,"2024-01-16 12:00:00","2024-01",289,2024,"Jan",0.7,2024-01-01,"Above Threshold","El Nino"
2024-02-15,36.8,-121.8,13.012729,"2024-02-15","2024-02",290,2024,"Feb",0.7,2024-02-01,"Above Threshold","El Nino"
